date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19830603,1.18,0.82,0.57,0.49,0.29,0.03
19830606,0.63,0.46,0.19,0.51,0.22,0.13
19830607,-0.17,-0.15,-0.30,-1.02,-1.19,-0.98
19830608,-0.94,-0.63,-0.83,-0.52,-1.05,-1.00
19830609,0.38,0.04,0.39,0.32,0.15,0.25
19830610,1.18,0.92,0.88,0.50,0.62,0.73
19830613,1.24,0.91,0.80,0.89,1.67,1.06
19830614,0.55,0.71,0.58,0.53,0.49,0.14
19830615,0.79,0.88,0.70,1.36,0.71,0.63
19830616,1.16,1.13,0.53,0.97,1.39,0.85
19830617,0.02,0.14,-0.08,-0.15,0.35,-0.25
19830620,-0.01,-0.04,-0.13,-0.16,0.05,-0.15
19830621,0.60,0.41,0.23,0.83,0.97,0.47
19830622,0.51,0.18,0.29,0.22,0.37,-0.07
19830623,-0.03,-0.17,-0.29,0.00,-0.25,-0.50
19830624,0.53,0.03,0.51,0.52,-0.31,0.01
19830627,-1.47,-1.10,-0.98,-1.21,-1.12,-0.77
19830628,-2.81,-1.84,-1.65,-1.85,-1.56,-1.39
19830629,0.31,0.02,-0.10,0.76,0.30,0.44
19830630,1.16,0.98,0.84,0.83,0.84,0.77
19830701,0.79,0.82,0.69,0.68,0.45,0.52
19830705,-1.41,-0.86,-0.41,-1.71,-1.09,-1.05
19830706,0.72,0.94,0.91,0.91,1.03,1.10
19830707,0.15,0.09,0.09,-0.52,-0.44,-0.59
19830708,-0.31,-0.12,0.02,-0.18,-0.18,-0.24
19830711,0.24,0.23,0.41,0.63,0.34,0.55
19830712,-1.42,-0.86,-0.64,-1.52,-1.46,-1.18
19830713,-0.78,-0.41,-0.04,-0.43,-0.10,0.31
19830714,0.41,0.43,0.16,0.16,0.33,0.51
19830715,-0.96,-0.45,-0.41,-1.18,-1.07,-0.73
19830718,-1.03,-0.69,-0.46,-0.51,-0.10,-0.20
19830719,0.30,0.39,0.32,0.46,0.65,0.44
19830720,1.76,1.36,1.08,2.95,2.36,2.21
19830721,0.67,0.67,0.29,0.21,0.15,-0.44
19830722,0.45,0.52,0.33,-0.07,0.11,-0.24
19830725,0.13,0.25,0.24,0.36,0.37,0.47
19830726,0.24,0.61,0.68,0.09,0.61,0.45
19830727,-2.00,-0.83,-0.58,-2.23,-1.43,-0.73
19830728,-1.82,-0.81,-0.41,-2.07,-1.50,-1.02
19830729,-1.98,-1.23,-1.03,-1.22,-1.70,-1.18
19830801,-1.08,-1.21,-0.84,-0.44,-0.42,-0.11
19830802,-0.14,-0.07,-0.40,-0.05,-0.08,0.24
19830803,-0.06,-0.10,-0.01,0.31,0.57,1.40
19830804,-1.47,-1.00,-0.64,-1.30,-1.11,-0.98
19830805,0.42,0.23,0.14,0.22,0.34,0.34
19830808,-1.92,-1.23,-0.92,-1.65,-1.75,-0.92
19830809,-0.70,-0.58,-0.17,0.41,0.45,0.80
19830810,0.87,0.46,0.50,0.77,0.92,0.86
19830811,0.39,0.34,0.20,0.17,0.20,-0.14
19830812,0.68,0.57,0.49,0.42,0.72,0.65
19830815,0.82,0.74,0.45,1.08,0.76,0.73
19830816,-0.77,-0.16,-0.13,-0.54,-0.29,0.19
19830817,0.51,0.44,0.64,0.45,1.17,1.74
19830818,-0.23,-0.27,0.24,-0.93,-0.75,-0.91
19830819,-0.01,0.09,0.00,-0.02,0.23,0.53
19830822,-0.02,0.03,0.19,-0.39,0.14,0.74
19830823,-1.02,-0.62,-0.24,-1.41,-1.08,-0.27
19830824,-1.05,-0.63,-0.42,-1.14,-0.70,-0.69
19830825,-0.89,-0.48,-0.01,-0.11,-0.19,-0.44
19830826,0.25,0.14,0.12,0.91,0.83,0.52
19830829,-0.52,-0.28,-0.25,0.27,-0.05,-0.08
19830830,0.25,0.19,0.29,0.25,0.19,0.22
19830831,0.80,0.65,0.46,1.45,0.94,0.83
19830901,0.50,0.16,0.24,-0.03,-0.06,-0.13
19830902,0.92,0.38,0.47,0.86,0.60,0.27
19830906,1.44,0.84,0.96,1.77,1.42,1.59
19830907,0.30,0.27,0.33,-0.22,0.05,0.53
19830908,0.43,0.21,0.27,-0.16,0.15,-0.12
19830909,0.24,0.23,0.29,-0.48,-0.34,0.34
19830912,-0.69,-0.22,0.13,-0.86,-0.86,-1.04
19830913,-1.05,-0.52,-0.29,-0.49,-0.61,-0.39
19830914,0.04,0.22,0.10,0.38,0.22,0.35
19830915,-0.57,-0.21,0.21,-0.46,-0.32,-0.56
19830916,0.37,0.43,0.18,1.26,0.98,0.70
19830919,1.05,1.11,0.85,1.29,1.08,0.72
19830920,0.24,0.29,0.46,1.01,0.77,0.73
19830921,-0.30,-0.13,0.05,-0.40,-0.36,-0.40
19830922,0.33,0.46,0.28,1.04,0.76,0.55
19830923,-0.18,-0.10,0.09,-0.19,0.02,-0.13
19830926,-0.02,0.20,0.16,0.40,0.14,-0.15
19830927,-1.11,-0.65,-0.44,-0.79,-0.96,-0.76
19830928,-0.45,-0.20,-0.27,-0.20,-0.16,-0.31
19830929,-0.40,0.01,0.09,-0.51,-0.43,-0.18
19830930,-0.82,-0.28,-0.28,-0.66,-0.55,-0.81
19831003,-0.93,-0.52,-0.23,0.08,-0.40,-0.20
19831004,-0.01,0.05,0.03,0.48,0.36,0.09
19831005,0.25,0.16,0.37,1.16,0.54,0.60
19831006,0.57,0.53,0.33,1.70,1.35,1.24
19831007,0.46,0.18,0.17,0.72,0.18,-0.15
19831010,0.15,0.39,0.18,0.47,1.23,1.16
19831011,-0.63,-0.30,-0.28,-1.25,-1.41,-1.02
19831012,-0.98,-0.54,-0.29,-1.00,-0.33,-0.04
19831013,-0.54,-0.15,-0.22,-0.11,0.08,0.28
19831014,-0.08,0.04,0.09,-0.18,0.21,0.25
19831017,-0.30,0.07,0.16,0.02,0.36,0.19
19831018,-2.06,-1.00,-0.51,-2.37,-1.29,-0.66
19831019,-1.66,-1.09,-0.73,-0.64,-0.53,-0.90
19831020,0.14,0.29,0.15,0.09,0.39,0.16
19831021,-0.47,-0.49,-0.26,-0.96,-0.77,-0.26
19831024,-1.11,-0.70,-0.54,0.00,0.17,-0.13
19831025,0.03,0.13,0.23,0.39,0.46,-0.01
19831026,-0.34,-0.38,-0.15,-0.54,-0.34,-0.79
19831027,-0.45,-0.28,-0.27,-0.13,-0.70,0.05
19831028,-0.66,-0.45,-0.39,-1.05,-0.67,-0.58
19831031,-0.67,-0.35,-0.07,-0.45,0.29,0.37
19831101,-0.63,-0.43,-0.30,0.22,0.11,0.03
19831102,0.72,0.48,0.35,0.94,0.84,0.69
19831103,0.04,0.10,-0.12,-0.77,-0.68,-0.56
19831104,-0.58,-0.33,-0.17,-0.74,-0.50,-0.40
19831107,-0.85,-0.23,-0.28,-0.41,-0.33,-0.32
19831108,-0.50,-0.25,-0.18,-0.01,-0.34,-0.13
19831109,0.51,0.35,0.36,1.42,0.89,1.40
19831110,0.69,0.43,0.45,0.73,0.16,-0.10
19831111,1.54,0.93,0.63,1.53,1.28,0.68
19831114,1.21,0.45,0.50,0.79,0.38,-0.33
19831115,0.13,0.07,-0.01,-0.70,-0.53,-0.71
19831116,0.40,0.19,0.38,0.45,0.27,0.72
19831117,0.54,0.33,0.35,-0.08,0.00,0.19
19831118,0.21,0.03,0.13,-0.29,-0.48,-0.73
19831121,0.46,0.45,0.29,0.62,0.54,0.49
19831122,0.33,0.48,0.44,-0.16,0.56,1.18
19831123,0.00,0.34,0.41,-0.36,0.31,0.28
19831125,0.25,0.28,0.36,0.18,0.07,0.41
19831128,-0.34,-0.12,-0.01,-0.48,-0.25,-0.38
19831129,0.56,0.62,0.61,0.91,0.81,0.47
19831130,0.00,0.03,0.07,-0.87,-0.61,-0.93
19831201,-0.14,0.10,0.22,0.02,-0.03,0.22
19831202,-0.50,-0.31,-0.19,-0.94,-0.47,-0.42
19831205,-0.52,0.16,-0.02,-0.04,0.28,0.13
19831206,-0.21,0.09,0.07,0.03,-0.13,-0.43
19831207,0.01,0.18,0.21,0.54,0.15,0.05
19831208,-0.68,-0.28,-0.13,-0.54,-0.60,-0.04
19831209,-0.10,0.18,0.09,0.16,-0.20,0.13
19831212,-0.16,-0.11,0.05,0.25,0.24,0.18
19831213,-0.24,-0.29,-0.01,-0.57,-0.28,-0.22
19831214,-0.85,-0.56,-0.42,-1.20,-0.93,-0.74
19831215,-0.54,-0.38,-0.32,-1.00,-0.89,-0.79
19831216,0.10,0.06,-0.08,0.70,0.25,0.10
19831219,-0.36,-0.16,-0.14,0.25,-0.15,-0.11
19831220,-0.45,-0.38,0.01,-0.04,-0.25,-0.32
19831221,0.35,0.25,0.19,0.89,0.88,0.70
19831222,0.11,0.17,0.11,0.00,-0.27,-0.45
19831223,0.10,-0.02,0.05,0.06,-0.03,-0.10
19831227,0.04,0.21,0.26,0.83,0.87,0.75
19831228,-0.16,-0.06,-0.01,-0.21,0.50,0.97
19831229,0.18,0.13,0.02,-0.11,-0.13,-0.37
19831230,0.82,0.63,0.34,0.15,0.17,0.07
19840103,0.01,-0.09,0.02,-0.44,-0.81,-0.27
19840104,1.27,0.97,0.68,1.40,1.65,1.89
19840105,1.53,1.17,0.80,1.19,1.55,1.15
19840106,1.23,0.72,0.57,-0.04,0.55,0.71
19840109,-0.02,0.06,0.44,-0.38,-0.08,0.10
19840110,-0.01,0.03,0.12,-0.62,-0.52,-0.12
19840111,-0.11,0.03,0.09,-0.27,0.06,-0.01
19840112,0.09,0.23,0.38,-0.44,0.05,0.30
19840113,-0.39,-0.06,0.02,-0.63,-0.34,-0.07
19840116,-0.22,-0.07,0.17,0.42,-0.19,-0.28
19840117,0.07,0.19,0.26,0.43,0.34,0.22
19840118,-0.13,0.11,0.22,-0.24,-0.11,-0.20
19840119,-0.26,-0.08,-0.03,-0.56,-0.25,-0.10
19840120,-0.66,-0.26,-0.32,-0.92,-0.42,-0.29
19840123,-1.62,-0.93,-0.44,-1.22,-0.76,-0.34
19840124,-0.42,0.00,0.11,-0.08,1.08,0.67
19840125,-0.44,-0.14,-0.07,-1.12,-0.32,-0.16
19840126,-0.78,-0.36,-0.03,-0.62,-0.34,-0.29
19840127,-0.94,-0.39,-0.14,-0.38,0.01,0.23
19840130,-1.82,-0.91,-0.53,-1.16,-0.69,-0.07
19840131,-0.58,-0.41,-0.30,0.30,-0.05,0.34
19840201,-0.69,-0.40,-0.45,-0.54,-0.33,-0.30
19840202,0.02,-0.13,-0.01,0.64,0.18,0.35
19840203,-0.98,-0.63,-0.37,-1.71,-1.37,-0.93
19840206,-2.45,-1.54,-0.99,-1.90,-1.57,-1.24
19840207,-0.86,-0.82,-0.47,0.65,0.23,0.00
19840208,-1.60,-0.99,-0.82,-2.20,-1.75,-1.34
19840209,-1.41,-1.17,-0.80,-0.11,-0.41,-0.56
19840210,0.89,0.26,0.17,0.93,0.38,0.23
19840213,-1.37,-1.05,-0.90,-1.02,-0.88,-0.68
19840214,0.74,0.39,0.48,1.20,1.03,0.81
19840215,0.26,0.19,0.00,-0.32,-0.04,-0.06
19840216,-0.36,-0.14,-0.20,-0.24,-0.24,0.11
19840217,-0.08,0.15,-0.16,-0.48,-0.30,0.11
19840221,-0.75,-0.49,-0.55,-0.95,-0.59,-0.55
19840222,-0.14,-0.19,-0.10,-0.50,-0.39,0.30
19840223,-0.86,-0.64,-0.38,-0.09,-0.20,0.22
19840224,2.06,1.15,1.02,2.80,2.02,1.50
19840227,1.32,0.99,0.97,1.00,1.15,1.70
19840228,-1.16,-0.49,-0.27,-2.00,-1.38,-1.14
19840229,0.42,0.47,0.29,0.06,0.29,0.26
19840301,0.47,0.63,0.40,0.68,0.77,0.79
19840302,0.96,0.64,0.67,0.84,0.58,0.67
19840305,-0.50,-0.37,-0.05,-0.74,-0.96,-0.37
19840306,-0.78,-0.26,-0.22,-1.20,-0.89,-1.65
19840307,-1.39,-0.92,-0.48,-1.31,-0.90,-0.89
19840308,0.26,0.24,0.15,0.17,0.34,0.62
19840309,-0.35,-0.20,-0.13,-0.47,-0.48,-0.44
19840312,0.39,0.12,0.20,1.55,1.17,0.77
19840313,0.92,0.72,0.33,0.75,0.31,-0.17
19840314,-0.01,0.04,-0.16,0.13,-0.13,-0.32
19840315,0.49,0.22,0.32,0.63,0.47,-0.03
19840316,1.02,0.89,0.54,1.31,0.90,1.44
19840319,-1.02,-0.66,-0.37,-1.06,-0.82,-0.76
19840320,0.29,0.29,0.36,0.51,0.73,0.68
19840321,0.10,0.24,0.18,-0.42,0.01,-0.33
19840322,-0.82,-0.47,-0.28,-1.33,-1.09,-1.18
19840323,-0.41,-0.15,-0.07,-0.30,0.27,-0.15
19840326,-0.26,-0.25,-0.16,-0.17,-0.11,0.75
19840327,-0.20,-0.04,0.08,0.45,0.39,0.21
19840328,0.80,0.42,0.62,1.89,1.52,1.18
19840329,0.22,0.14,0.29,-0.12,-0.22,-0.13
19840330,0.01,0.25,0.12,-0.09,-0.23,-0.17
19840402,-0.51,-0.18,-0.25,-0.94,-0.59,-0.43
19840403,-0.62,-0.17,0.04,-0.46,-0.10,-0.25
19840404,-0.15,-0.11,-0.15,-0.23,0.06,0.34
19840405,-1.27,-0.86,-0.67,-1.82,-1.53,-1.40
19840406,-0.95,-0.34,-0.31,0.29,0.08,0.28
19840409,-0.40,-0.26,-0.19,-0.02,0.03,0.15
19840410,0.11,0.00,0.19,0.22,0.18,0.55
19840411,-0.50,-0.18,-0.28,-0.77,-0.69,0.06
19840412,0.57,0.46,0.36,1.95,1.45,1.47
19840413,0.69,0.35,0.20,-0.04,-0.13,-0.54
19840416,-0.04,0.18,-0.03,0.76,0.63,0.44
19840417,0.54,0.47,0.47,0.34,0.60,0.10
19840418,-0.04,-0.11,-0.11,-0.60,-0.61,-0.76
19840419,0.07,0.07,-0.05,0.13,-0.09,0.11
19840423,-0.47,-0.53,-0.49,-0.85,-0.75,-0.63
19840424,0.28,0.07,0.17,0.64,0.61,0.74
19840425,0.28,0.29,0.03,0.47,0.45,-0.10
19840426,0.93,0.63,0.63,1.28,0.86,1.28
19840427,0.31,0.14,0.30,-0.10,-0.15,0.05
19840430,0.12,0.15,0.12,0.24,-0.08,0.31
19840501,1.03,0.49,0.58,1.33,0.93,1.10
19840502,1.25,0.57,0.47,0.57,0.13,0.13
19840503,0.18,0.44,0.16,-0.30,-0.32,-0.51
19840504,-0.76,-0.20,-0.37,-1.45,-0.97,-0.53
19840507,0.08,-0.04,0.04,0.17,0.45,-0.21
19840508,0.32,0.27,0.24,0.80,0.70,0.86
19840509,-0.29,-0.03,-0.19,-0.43,0.19,-0.27
19840510,-0.03,0.04,0.22,-0.05,-0.13,-0.39
19840511,-0.89,-0.61,-0.66,-0.97,-0.86,-0.69
19840514,-0.71,-0.46,-0.41,-0.37,-0.70,-0.81
19840515,-0.03,-0.09,-0.09,0.30,0.34,0.50
19840516,0.19,-0.10,-0.10,-0.14,-0.03,0.06
19840517,-0.98,-0.60,-0.61,-1.23,-0.81,-0.83
19840518,-0.75,-0.45,-0.36,-0.81,-0.53,-0.30
19840521,-0.71,-0.61,-0.44,-0.62,-0.60,-0.40
19840522,-1.03,-0.83,-0.67,-0.58,-0.54,-0.89
19840523,-0.56,-0.38,-0.33,-0.34,-0.43,-0.34
19840524,-1.78,-1.47,-1.45,-1.30,-1.11,-1.69
19840525,-0.13,-0.12,-0.03,0.20,0.22,0.61
19840529,-0.86,-0.60,-0.52,-1.08,-0.68,-0.56
19840530,-0.21,-0.39,-0.09,0.57,-0.04,-0.49
19840531,0.47,0.26,0.13,0.82,0.09,-0.45
19840601,1.51,1.07,0.77,1.79,1.81,1.45
19840604,1.35,1.03,0.45,1.20,0.67,0.45
19840605,0.08,-0.15,-0.19,-0.31,-0.36,-0.60
19840606,0.41,0.38,0.30,0.75,0.88,0.49
19840607,0.30,0.28,0.36,0.00,0.06,-0.09
19840608,0.10,0.17,0.15,0.19,0.04,0.13
19840611,-0.85,-0.57,-0.34,-1.35,-1.29,-0.71
19840612,-0.37,-0.33,-0.19,-0.33,-0.49,-0.07
19840613,0.11,-0.04,-0.03,0.23,-0.21,-0.38
19840614,-0.57,-0.50,-0.54,-1.15,-1.11,-0.98
19840615,-0.13,-0.38,-0.32,-0.36,-0.72,-0.47
19840618,0.58,0.24,0.27,1.99,1.28,1.75
19840619,0.75,0.37,0.14,0.80,0.47,0.52
19840620,0.31,-0.02,0.07,1.86,0.93,1.63
19840621,0.59,0.23,-0.04,-0.02,0.14,-0.62
19840622,0.56,0.17,0.22,0.22,-0.04,-0.14
19840625,0.12,-0.02,-0.09,-0.25,-0.16,-0.20
19840626,-0.63,-0.34,-0.46,-0.96,-0.71,-0.83
19840627,-0.73,-0.27,-0.31,-0.93,-0.60,-0.12
19840628,0.61,0.24,0.36,0.87,0.78,0.74
19840629,0.58,0.51,0.44,0.18,0.22,0.71
19840702,-0.46,-0.20,-0.17,-0.28,-0.05,0.14
19840703,0.24,0.49,0.05,0.35,0.49,0.26
19840705,-0.38,-0.12,-0.12,-0.56,-0.64,-0.41
19840706,-0.46,-0.30,-0.31,-0.61,-0.28,-0.10
19840709,-0.16,-0.28,-0.15,0.74,0.72,0.63
19840710,0.01,0.19,-0.03,-0.30,-0.28,-0.49
19840711,-0.77,-0.59,-0.52,-1.49,-1.70,-1.16
19840712,-0.74,-0.41,-0.20,-0.59,-0.25,-0.26
19840713,0.34,0.22,0.38,0.15,0.52,0.83
19840716,-0.62,-0.20,0.00,0.46,0.20,0.47
19840717,0.05,0.22,0.29,0.42,0.35,0.50
19840718,-0.76,-0.22,-0.24,-0.84,-0.46,-0.32
19840719,-0.75,-0.31,-0.32,-0.80,-0.58,-0.71
19840720,-0.82,-0.57,-0.43,-0.80,-0.63,-0.15
19840723,-1.52,-0.93,-0.69,-0.52,-0.54,-0.55
19840724,-1.04,-0.59,-0.38,-0.59,-0.82,-0.64
19840725,-0.07,-0.29,-0.52,0.85,0.35,0.36
19840726,0.71,0.48,-0.03,1.48,0.95,0.23
19840727,1.33,0.60,0.21,1.37,1.16,-0.01
19840730,-0.20,-0.25,-0.19,-0.47,-0.38,-0.56
19840731,0.46,0.05,0.07,1.09,0.19,-0.51
19840801,2.01,1.20,1.06,2.44,2.18,1.89
19840802,3.01,1.83,1.39,3.05,2.70,1.55
19840803,4.01,2.24,1.78,3.71,2.87,2.06
19840806,1.55,1.23,0.22,0.44,0.37,0.35
19840807,-0.05,0.11,-0.18,0.27,-0.11,0.28
19840808,-0.53,-0.23,0.03,-1.29,-0.52,0.43
19840809,1.39,0.97,1.05,2.32,2.04,2.29
19840810,0.81,0.58,0.64,-0.07,0.24,0.43
19840813,-0.53,-0.16,-0.02,-0.06,0.08,-0.23
19840814,-0.27,0.06,0.12,-0.82,-0.59,-0.30
19840815,-0.53,-0.34,-0.20,-0.85,-0.95,-0.76
19840816,0.38,0.23,0.33,0.62,0.53,0.59
19840817,0.04,0.04,0.20,0.06,0.17,0.11
19840820,-0.17,-0.16,0.08,0.21,0.57,0.58
19840821,1.28,0.89,0.93,1.67,1.73,1.55
19840822,0.01,0.13,0.36,-0.79,-0.27,0.00
19840823,0.13,0.09,0.27,0.29,0.03,-0.05
19840824,0.30,0.41,0.45,0.23,0.18,0.19
19840827,-0.68,-0.16,-0.08,-0.77,-0.59,-0.22
19840828,0.39,0.36,0.13,0.58,0.45,0.67
19840829,0.20,0.21,0.17,-0.18,-0.24,0.08
19840830,-0.09,0.12,0.05,-0.42,-0.18,-0.43
19840831,0.14,0.18,0.34,0.11,0.13,-0.01
19840904,-0.74,-0.50,-0.41,-1.16,-0.96,-0.67
19840905,-0.42,-0.11,-0.12,-0.39,-0.39,-0.19
19840906,0.44,0.39,0.49,0.88,0.71,0.80
19840907,-0.31,-0.18,-0.07,-0.90,-0.62,-0.52
19840910,-0.44,-0.11,-0.28,0.00,-0.15,0.13
19840911,0.28,0.44,0.41,0.29,0.19,0.12
19840912,-0.25,0.11,0.01,-0.44,0.14,0.38
19840913,1.00,0.62,0.38,1.98,1.77,1.67
19840914,0.79,0.72,0.72,0.73,0.54,0.54
19840917,-0.31,0.15,0.07,0.08,0.37,-0.08
19840918,-0.57,-0.01,0.13,-0.96,-0.61,-0.34
19840919,-0.44,-0.02,0.10,-0.96,-0.62,0.29
19840920,-0.21,0.14,0.29,0.19,0.31,0.51
19840921,-0.16,0.04,0.20,-1.11,-0.62,-1.18
19840924,-0.75,-0.32,-0.13,-0.39,-0.24,-0.10
19840925,-0.49,-0.35,-0.18,0.01,-0.02,0.61
19840926,0.05,0.08,0.10,0.14,0.18,0.82
19840927,-0.01,0.16,0.51,0.32,0.14,0.61
19840928,-0.20,0.06,0.05,-0.63,-0.54,-0.25
19841001,-1.10,-0.49,-0.41,-1.22,-0.71,-0.44
19841002,-0.85,-0.27,-0.18,-0.85,-0.73,-0.48
19841003,-0.71,-0.51,-0.38,-0.60,-0.78,-0.61
19841004,0.19,-0.04,0.12,0.26,0.22,0.20
19841005,0.33,0.04,0.18,-0.45,0.20,-0.12
19841008,-0.38,-0.24,-0.21,-0.55,-0.31,-0.20
19841009,-0.31,-0.11,-0.13,-0.27,-0.17,-0.06
19841010,-0.35,-0.08,-0.08,0.61,0.14,0.05
19841011,0.58,0.48,0.30,0.18,0.60,0.65
19841012,0.67,0.49,0.46,0.99,0.81,0.87
19841015,0.34,0.27,0.39,1.19,0.87,0.55
19841016,-0.13,0.02,0.08,-0.32,-0.32,-0.84
19841017,-0.05,0.03,0.01,0.20,-0.29,-0.99
19841018,1.08,0.73,0.69,2.95,2.23,1.38
19841019,0.71,0.37,0.42,0.32,0.07,-0.21
19841022,-0.14,-0.05,-0.25,-0.28,-0.32,-0.53
19841023,-0.09,0.10,-0.03,0.01,-0.27,0.04
19841024,-0.03,-0.24,-0.02,-0.07,0.20,0.15
19841025,-0.72,-0.18,-0.38,-1.17,-0.53,0.02
19841026,-0.86,-0.34,-0.42,-0.97,-0.58,-0.32
19841029,-0.40,-0.40,-0.33,-0.25,-0.13,-0.44
19841030,0.33,0.34,0.43,1.47,1.06,1.18
19841031,-0.27,-0.19,-0.05,-0.40,-0.31,-0.31
19841101,0.27,0.31,0.47,0.78,0.60,1.05
19841102,-0.04,0.39,0.34,0.05,0.11,0.18
19841105,0.11,0.53,0.46,0.59,0.78,0.89
19841106,0.67,0.61,0.60,1.12,1.02,1.03
19841107,-0.56,-0.38,-0.14,-0.96,-0.53,-0.54
19841108,-0.09,0.04,-0.01,-0.38,-0.03,-0.18
19841109,0.02,0.25,-0.09,-0.71,-0.49,-0.37
19841112,-0.31,-0.17,-0.15,-0.09,-0.06,-0.34
19841113,-0.53,-0.42,-0.31,-0.96,-0.69,-0.68
19841114,-0.35,-0.16,-0.19,0.04,-0.14,-0.03
19841115,-0.37,-0.39,-0.30,-0.24,-0.38,0.43
19841116,-0.60,-0.52,-0.48,-1.05,-1.07,-0.73
19841119,-1.21,-0.71,-0.57,-0.67,-0.64,-0.74
19841120,-0.19,0.03,0.05,0.51,0.59,0.61
19841121,-0.12,0.08,0.23,0.13,0.37,0.33
19841123,1.12,0.70,0.64,1.65,1.35,1.11
19841126,-0.41,-0.09,-0.01,-0.52,-0.57,-0.95
19841127,-0.10,0.20,0.13,0.64,0.49,0.56
19841128,-0.60,-0.15,-0.15,-0.95,-0.71,-0.54
19841129,-0.80,-0.31,-0.16,-0.85,-0.85,-0.28
19841130,-0.47,-0.21,-0.23,-0.34,-0.38,0.15
19841203,-0.68,-0.34,-0.34,-0.66,-0.32,-0.32
19841204,0.01,-0.11,0.09,0.22,0.25,0.34
19841205,-1.20,-0.60,-0.44,-1.01,-0.81,-0.18
19841206,0.07,-0.19,0.02,0.48,0.45,0.08
19841207,-0.13,0.01,-0.09,-0.36,-0.21,-0.02
19841210,0.03,-0.01,0.04,0.25,0.52,0.26
19841211,0.10,0.14,0.22,0.49,0.32,-0.13
19841212,0.02,-0.03,-0.02,-0.10,-0.32,-0.31
19841213,-0.16,-0.15,-0.08,-0.48,-0.37,-0.55
19841214,0.48,0.13,0.28,0.72,0.51,0.42
19841217,-0.15,0.10,-0.05,0.51,0.48,0.78
19841218,2.10,1.22,1.23,3.33,2.46,1.90
19841219,0.61,0.50,0.36,0.01,-0.27,-0.92
19841220,-0.30,0.15,-0.10,-0.80,-0.52,0.08
19841221,-0.26,-0.14,-0.10,-0.40,-0.48,-0.18
19841224,0.83,0.36,0.49,0.84,0.69,0.62
19841226,-0.02,0.02,-0.05,-0.22,-0.01,-0.18
19841227,-0.35,-0.17,-0.09,-0.66,-0.35,-0.33
19841228,0.25,0.21,0.10,0.23,0.25,0.32
19841231,0.81,0.53,0.48,0.31,0.43,0.56
19850102,-0.39,-0.25,-0.20,-1.27,-0.94,-0.94
19850103,0.02,0.05,0.02,-0.31,-0.47,-0.36
19850104,-0.07,-0.02,-0.02,-0.34,-0.60,-0.47
19850107,0.00,0.26,0.19,0.35,0.17,0.47
19850108,0.05,0.13,0.39,-0.07,0.09,-0.07
19850109,0.64,0.44,0.58,0.79,0.66,0.59
19850110,1.57,0.87,0.98,2.24,1.88,1.44
19850111,0.53,0.27,0.30,0.03,0.04,-0.32
19850114,1.77,1.03,0.71,1.84,1.51,1.12
19850115,0.98,0.47,0.53,0.18,0.18,0.25
19850116,0.82,0.87,0.66,0.40,0.31,0.42
19850117,0.69,0.36,0.26,-0.28,-0.09,-0.23
19850118,0.68,0.44,0.54,0.28,0.19,0.44
19850121,1.85,1.02,0.96,2.68,2.07,1.76
19850122,0.56,0.40,0.23,0.15,0.18,0.20
19850123,1.18,0.80,0.41,1.38,1.06,0.74
19850124,0.49,0.22,0.19,-0.05,-0.15,-0.51
19850125,0.52,0.57,0.29,0.43,0.67,-0.05
19850128,0.68,0.42,0.32,0.43,0.09,-0.36
19850129,0.60,0.42,0.58,1.15,0.89,0.61
19850130,0.81,0.52,0.40,0.02,0.10,0.39
19850131,0.04,0.24,0.29,-0.27,0.06,0.42
19850201,-0.25,-0.16,-0.03,-0.64,-0.53,-0.17
19850204,0.89,0.50,0.49,1.38,1.06,0.87
19850205,0.88,0.57,0.55,0.17,0.35,0.30
19850206,0.83,0.51,0.27,-0.06,-0.09,0.05
19850207,1.13,0.80,0.58,0.95,0.74,0.74
19850208,0.42,0.45,0.58,0.15,0.26,0.34
19850211,-0.58,-0.14,-0.21,-1.03,-0.85,-0.71
19850212,-0.13,0.14,0.14,-0.34,0.06,0.16
19850213,0.93,0.76,0.58,1.49,1.52,1.47
19850214,0.09,0.11,0.04,-0.43,-0.44,-0.24
19850215,-0.36,-0.04,-0.08,-0.39,-0.41,-0.55
19850219,-0.35,-0.18,0.02,-0.05,-0.09,-0.17
19850220,0.25,0.16,0.15,0.25,-0.04,-0.25
19850221,-0.47,-0.27,-0.30,-0.60,-0.62,-0.36
19850222,-0.45,-0.21,-0.39,-0.56,-0.34,-0.05
19850225,-0.81,-0.56,-0.61,-0.13,-0.17,0.13
19850226,0.73,0.20,-0.25,1.13,0.97,0.75
19850227,0.01,0.00,-0.10,-0.42,-0.04,-0.06
19850228,0.18,0.19,0.08,0.48,0.32,0.00
19850301,1.08,0.72,0.75,1.31,1.06,0.96
19850304,-0.19,0.01,-0.15,-0.72,-0.58,-0.41
19850305,-0.07,0.00,0.18,-0.01,0.05,0.33
19850306,-0.64,-0.23,-0.09,-1.11,-0.92,-0.46
19850307,-0.71,-0.14,-0.15,-0.99,-0.55,-0.19
19850308,-0.30,-0.16,-0.07,-0.46,-0.05,-0.26
19850311,-0.72,-0.14,-0.28,-0.01,-0.36,-0.16
19850312,-0.10,-0.11,0.01,0.27,0.26,0.81
19850313,-1.37,-0.55,-0.22,-1.14,-0.73,-0.65
